Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Ad_c_111 Spectral Count	Ad_c_138 Spectral Count	Ad_c_31 Spectral Count	Ad_c_45 Spectral Count	Ad_dif_111 Spectral Count	Ad_dif_138 Spectral Count	Ad_dif_31 Spectral Count	Ad_dif_45 Spectral Count	DPSCs_c_12 Spectral Count	DPSCs_c_16 Spectral Count	DPSCs_c_23 Spectral Count	DPSCs_c_38 Spectral Count	DPSCs_d_12 Spectral Count	DPSCs_d_16 Spectral Count	DPSCs_d_23 Spectral Count	DPSCs_d_38 Spectral Count	GF_c_1 Spectral Count	GF_c_27 Spectral Count	GF_c_31 Spectral Count	GF_d_1 Spectral Count	GF_d_27 Spectral Count	GF_d_31 Spectral Count	Ost_c_1111 Spectral Count	Ost_c_12 Spectral Count	Ost_c_20 Spectral Count	Ost_c_22 Spectral Count	Ost_c_8 Spectral Count	Ost_c_9 Spectral Count	Ost_dif_1111 Spectral Count	Ost_dif_12 Spectral Count	Ost_dif_20 Spectral Count	Ost_dif_22 Spectral Count	Ost_dif_8 Spectral Count	Ost_dif_9 Spectral Count	PDLSCs_c_12 Spectral Count	PDLSCs_c_16 Spectral Count	PDLSCs_c_23 Spectral Count	PDLSCs_c_38 Spectral Count	PDLSCs_d_12 Spectral Count	PDLSCs_d_16 Spectral Count	PDLSCs_d_23 Spectral Count	PDLSCs_d_38 Spectral Count	Umb_c_1002 Spectral Count	Umb_c_11 Spectral Count	Umb_c_203 Spectral Count	Umb_c_62 Spectral Count	Umb_d_1002 Spectral Count	Umb_d_11 Spectral Count	Umb_d_203 Spectral Count	Umb_d_62 Spectral Count	Ad_c_111 Unique Spectral Count	Ad_c_138 Unique Spectral Count	Ad_c_31 Unique Spectral Count	Ad_c_45 Unique Spectral Count	Ad_dif_111 Unique Spectral Count	Ad_dif_138 Unique Spectral Count	Ad_dif_31 Unique Spectral Count	Ad_dif_45 Unique Spectral Count	DPSCs_c_12 Unique Spectral Count	DPSCs_c_16 Unique Spectral Count	DPSCs_c_23 Unique Spectral Count	DPSCs_c_38 Unique Spectral Count	DPSCs_d_12 Unique Spectral Count	DPSCs_d_16 Unique Spectral Count	DPSCs_d_23 Unique Spectral Count	DPSCs_d_38 Unique Spectral Count	GF_c_1 Unique Spectral Count	GF_c_27 Unique Spectral Count	GF_c_31 Unique Spectral Count	GF_d_1 Unique Spectral Count	GF_d_27 Unique Spectral Count	GF_d_31 Unique Spectral Count	Ost_c_1111 Unique Spectral Count	Ost_c_12 Unique Spectral Count	Ost_c_20 Unique Spectral Count	Ost_c_22 Unique Spectral Count	Ost_c_8 Unique Spectral Count	Ost_c_9 Unique Spectral Count	Ost_dif_1111 Unique Spectral Count	Ost_dif_12 Unique Spectral Count	Ost_dif_20 Unique Spectral Count	Ost_dif_22 Unique Spectral Count	Ost_dif_8 Unique Spectral Count	Ost_dif_9 Unique Spectral Count	PDLSCs_c_12 Unique Spectral Count	PDLSCs_c_16 Unique Spectral Count	PDLSCs_c_23 Unique Spectral Count	PDLSCs_c_38 Unique Spectral Count	PDLSCs_d_12 Unique Spectral Count	PDLSCs_d_16 Unique Spectral Count	PDLSCs_d_23 Unique Spectral Count	PDLSCs_d_38 Unique Spectral Count	Umb_c_1002 Unique Spectral Count	Umb_c_11 Unique Spectral Count	Umb_c_203 Unique Spectral Count	Umb_c_62 Unique Spectral Count	Umb_d_1002 Unique Spectral Count	Umb_d_11 Unique Spectral Count	Umb_d_203 Unique Spectral Count	Umb_d_62 Unique Spectral Count	Ad_c_111 Total Spectral Count	Ad_c_138 Total Spectral Count	Ad_c_31 Total Spectral Count	Ad_c_45 Total Spectral Count	Ad_dif_111 Total Spectral Count	Ad_dif_138 Total Spectral Count	Ad_dif_31 Total Spectral Count	Ad_dif_45 Total Spectral Count	DPSCs_c_12 Total Spectral Count	DPSCs_c_16 Total Spectral Count	DPSCs_c_23 Total Spectral Count	DPSCs_c_38 Total Spectral Count	DPSCs_d_12 Total Spectral Count	DPSCs_d_16 Total Spectral Count	DPSCs_d_23 Total Spectral Count	DPSCs_d_38 Total Spectral Count	GF_c_1 Total Spectral Count	GF_c_27 Total Spectral Count	GF_c_31 Total Spectral Count	GF_d_1 Total Spectral Count	GF_d_27 Total Spectral Count	GF_d_31 Total Spectral Count	Ost_c_1111 Total Spectral Count	Ost_c_12 Total Spectral Count	Ost_c_20 Total Spectral Count	Ost_c_22 Total Spectral Count	Ost_c_8 Total Spectral Count	Ost_c_9 Total Spectral Count	Ost_dif_1111 Total Spectral Count	Ost_dif_12 Total Spectral Count	Ost_dif_20 Total Spectral Count	Ost_dif_22 Total Spectral Count	Ost_dif_8 Total Spectral Count	Ost_dif_9 Total Spectral Count	PDLSCs_c_12 Total Spectral Count	PDLSCs_c_16 Total Spectral Count	PDLSCs_c_23 Total Spectral Count	PDLSCs_c_38 Total Spectral Count	PDLSCs_d_12 Total Spectral Count	PDLSCs_d_16 Total Spectral Count	PDLSCs_d_23 Total Spectral Count	PDLSCs_d_38 Total Spectral Count	Umb_c_1002 Total Spectral Count	Umb_c_11 Total Spectral Count	Umb_c_203 Total Spectral Count	Umb_c_62 Total Spectral Count	Umb_d_1002 Total Spectral Count	Umb_d_11 Total Spectral Count	Umb_d_203 Total Spectral Count	Umb_d_62 Total Spectral Count	Ad_c_111 Intensity	Ad_c_138 Intensity	Ad_c_31 Intensity	Ad_c_45 Intensity	Ad_dif_111 Intensity	Ad_dif_138 Intensity	Ad_dif_31 Intensity	Ad_dif_45 Intensity	DPSCs_c_12 Intensity	DPSCs_c_16 Intensity	DPSCs_c_23 Intensity	DPSCs_c_38 Intensity	DPSCs_d_12 Intensity	DPSCs_d_16 Intensity	DPSCs_d_23 Intensity	DPSCs_d_38 Intensity	GF_c_1 Intensity	GF_c_27 Intensity	GF_c_31 Intensity	GF_d_1 Intensity	GF_d_27 Intensity	GF_d_31 Intensity	Ost_c_1111 Intensity	Ost_c_12 Intensity	Ost_c_20 Intensity	Ost_c_22 Intensity	Ost_c_8 Intensity	Ost_c_9 Intensity	Ost_dif_1111 Intensity	Ost_dif_12 Intensity	Ost_dif_20 Intensity	Ost_dif_22 Intensity	Ost_dif_8 Intensity	Ost_dif_9 Intensity	PDLSCs_c_12 Intensity	PDLSCs_c_16 Intensity	PDLSCs_c_23 Intensity	PDLSCs_c_38 Intensity	PDLSCs_d_12 Intensity	PDLSCs_d_16 Intensity	PDLSCs_d_23 Intensity	PDLSCs_d_38 Intensity	Umb_c_1002 Intensity	Umb_c_11 Intensity	Umb_c_203 Intensity	Umb_c_62 Intensity	Umb_d_1002 Intensity	Umb_d_11 Intensity	Umb_d_203 Intensity	Umb_d_62 Intensity	Ad_c_111 MaxLFQ Intensity	Ad_c_138 MaxLFQ Intensity	Ad_c_31 MaxLFQ Intensity	Ad_c_45 MaxLFQ Intensity	Ad_dif_111 MaxLFQ Intensity	Ad_dif_138 MaxLFQ Intensity	Ad_dif_31 MaxLFQ Intensity	Ad_dif_45 MaxLFQ Intensity	DPSCs_c_12 MaxLFQ Intensity	DPSCs_c_16 MaxLFQ Intensity	DPSCs_c_23 MaxLFQ Intensity	DPSCs_c_38 MaxLFQ Intensity	DPSCs_d_12 MaxLFQ Intensity	DPSCs_d_16 MaxLFQ Intensity	DPSCs_d_23 MaxLFQ Intensity	DPSCs_d_38 MaxLFQ Intensity	GF_c_1 MaxLFQ Intensity	GF_c_27 MaxLFQ Intensity	GF_c_31 MaxLFQ Intensity	GF_d_1 MaxLFQ Intensity	GF_d_27 MaxLFQ Intensity	GF_d_31 MaxLFQ Intensity	Ost_c_1111 MaxLFQ Intensity	Ost_c_12 MaxLFQ Intensity	Ost_c_20 MaxLFQ Intensity	Ost_c_22 MaxLFQ Intensity	Ost_c_8 MaxLFQ remove Intensity	Ost_c_9 MaxLFQ remove Intensity	Ost_dif_1111 MaxLFQ Intensity	Ost_dif_12 MaxLFQ Intensity	Ost_dif_20 MaxLFQ Intensity	Ost_dif_22 MaxLFQ Intensity	Ost_dif_8 MaxLFQ remove Intensity	Ost_dif_9 MaxLFQ remove Intensity	PDLSCs_c_12 MaxLFQ Intensity	PDLSCs_c_16 MaxLFQ Intensity	PDLSCs_c_23 MaxLFQ Intensity	PDLSCs_c_38 MaxLFQ Intensity	PDLSCs_d_12 MaxLFQ Intensity	PDLSCs_d_16 MaxLFQ Intensity	PDLSCs_d_23 MaxLFQ Intensity	PDLSCs_d_38 MaxLFQ Intensity	Umb_c_1002 MaxLFQ Intensity	Umb_c_11 MaxLFQ Intensity	Umb_c_203 MaxLFQ Intensity	Umb_c_62 MaxLFQ Intensity	Umb_d_1002 MaxLFQ Intensity	Umb_d_11 MaxLFQ Intensity	Umb_d_203 MaxLFQ Intensity	Umb_d_62 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q99715|COCA1_HUMAN	Q99715	COCA1_HUMAN	COL12A1	3063	Homo sapiens OX=9606	1:Experimental evidence at protein level	Collagen alpha-1(XII) chain	1.0	0.999	160	12627	0	12627	262	110	57	277	156	146	114	407	474	148	275	82	202	94	187	41	623	483	106	9	453	57	157	162	124	169	221	70	177	162	318	256	187	80	381	577	526	331	264	124	453	73	330	347	153	106	811	807	329	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	110	57	277	156	146	114	407	474	148	275	82	202	94	187	41	623	483	106	9	453	57	157	162	124	169	221	70	177	162	318	256	187	80	381	577	526	331	264	124	453	73	330	347	153	106	811	807	329	169	489361.2	224375.81	55639.473	427579.2	577269.3	244742.81	225550.9	582974.6	1596809.2	540438.25	810315.7	241453.1	761018.0	480066.78	1446850.2	252576.94	2229051.2	1885127.0	339713.56	0.0	833407.06	336280.6	338733.8	693766.7	290900.4	499794.28	504993.6	294860.4	259652.2	420308.75	352975.56	280662.0	564059.4	363783.44	976726.75	803475.4	1381241.2	457910.66	730444.7	469142.2	709385.56	266934.7	1861663.8	1274361.9	539725.1	461928.75	1028276.9	3346659.8	1354716.5	789273.7	271372.62	168872.27	174118.98	280182.16	296111.75	164089.48	148975.61	359820.8	1051638.1	326132.25	536107.0	185545.83	555627.5	268931.78	605629.5	166118.69	1023735.2	1015404.94	226071.19	46857.418	741499.6	140422.45	418548.97	550247.56	170667.6	308050.66	449345.22	351027.75	213174.11	352987.44	303854.22	272717.28	349761.12	275679.9	652882.1	667633.06	1054848.1	462066.5	540274.0	305254.28	614856.6	198452.98	712716.56	629259.2	272563.25	241907.83	743914.7	1505631.1	606549.06	361992.34	tr|D6RGG3|D6RGG3_HUMAN
sp|Q99727|TIMP4_HUMAN	Q99727	TIMP4_HUMAN	TIMP4	224	Homo sapiens OX=9606	2:Experimental evidence at transcript level	Metalloproteinase inhibitor 4	1.0	0.999	4	50	50	50	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	6	0	0	0	0	8	0	0	0	0	0	0	0	0	2	12	9	0	4	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	6	0	0	0	0	8	0	0	0	0	0	0	0	0	2	12	9	0	4	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	6	0	0	0	0	8	0	0	0	0	0	0	0	0	2	12	9	0	4	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	85951.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	120423.33	0.0	0.0	0.0	0.0	164610.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70914.85	75185.95	93604.73	0.0	81295.78	0.0	0.0	0.0	0.0	56003.082	0.0	99110.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45387.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61976.656	0.0	0.0	0.0	0.0	85263.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97439.85	122786.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88087.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q99733|NP1L4_HUMAN	Q99733	NP1L4_HUMAN	NAP1L4	375	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nucleosome assembly protein 1-like 4	0.9886	0.999	2	4	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32600.748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|C9J6D1|C9J6D1_HUMAN, tr|C9JZI7|C9JZI7_HUMAN, tr|E9PJJ2|E9PJJ2_HUMAN, tr|E9PKT8|E9PKT8_HUMAN, tr|E9PNJ7|E9PNJ7_HUMAN, tr|E9PNW0|E9PNW0_HUMAN, tr|E9PS34|E9PS34_HUMAN
sp|Q99757|THIOM_HUMAN	Q99757	THIOM_HUMAN	TXN2	166	Homo sapiens OX=9606	1:Experimental evidence at protein level	Thioredoxin, mitochondrial	0.9682	0.999	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30842.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|M0QXH0|M0QXH0_HUMAN
sp|Q99816|TS101_HUMAN	Q99816	TS101_HUMAN	TSG101	390	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tumor susceptibility gene 101 protein	1.0	0.999	4	21	0	21	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	4	1	0	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	4	1	0	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	22249.793	0.0	0.0	0.0	0.0	22711.299	0.0	0.0	0.0	0.0	0.0	26607.05	32007.854	0.0	41888.938	31900.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|F5H442|F5H442_HUMAN
sp|Q99832|TCPH_HUMAN	Q99832	TCPH_HUMAN	CCT7	543	Homo sapiens OX=9606	1:Experimental evidence at protein level	T-complex protein 1 subunit eta	1.0	0.999	19	178	129	178	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	13	0	0	0	0	83	0	8	0	0	0	0	5	0	1	3	1	0	1	0	0	8	1	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	13	0	0	0	0	75	0	5	0	0	0	0	5	0	1	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	13	0	0	0	0	83	0	8	0	0	0	0	5	0	1	3	1	0	1	0	0	8	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72921.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52598.168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69722.89	49668.2	0.0	51290.43	0.0	0.0	52642.45	40346.062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59661.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71747.375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	156886.03	0.0	0.0	0.0	0.0	270804.8	0.0	58037.59	0.0	0.0	0.0	0.0	96735.31	0.0	0.0	69013.31	0.0	0.0	0.0	0.0	0.0	42794.957	0.0	
sp|Q99873|ANM1_HUMAN	Q99873	ANM1_HUMAN	PRMT1	371	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein arginine N-methyltransferase 1	1.0	0.999	8	32	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33253.156	0.0	0.0	0.0	33823.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25581.232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24406.832	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|E9PKG1|E9PKG1_HUMAN
sp|Q99961|SH3G1_HUMAN	Q99961	SH3G1_HUMAN	SH3GL1	368	Homo sapiens OX=9606	1:Experimental evidence at protein level	Endophilin-A2	1.0	0.999	4	7	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15586.606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48210.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q99969|RARR2_HUMAN	Q99969	RARR2_HUMAN	RARRES2	163	Homo sapiens OX=9606	1:Experimental evidence at protein level	Retinoic acid receptor responder protein 2	1.0	0.999	5	178	57	178	0	0	0	0	14	12	0	15	10	12	8	4	3	10	6	3	18	5	0	1	7	0	0	0	0	7	0	0	0	0	0	14	0	0	8	8	0	8	0	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	4	4	0	5	3	3	2	1	2	5	4	0	8	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	4	3	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	14	12	0	15	10	12	8	4	3	10	6	3	18	5	0	1	7	0	0	0	0	7	0	0	0	0	0	14	0	0	8	8	0	8	0	1	3	0	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	226891.34	169681.56	0.0	161133.48	181008.12	302968.78	250172.1	154376.17	128522.2	251528.88	167431.28	73454.74	361200.72	75350.49	0.0	5583.4297	187739.6	0.0	0.0	0.0	0.0	244209.16	0.0	0.0	0.0	0.0	0.0	214184.78	0.0	0.0	143724.66	250331.44	0.0	251323.81	0.0	63729.773	54569.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42727.58	0.0	0.0	0.0	0.0	110075.46	71449.586	0.0	79103.64	88301.38	130538.41	108778.99	76097.48	93371.2	82862.81	182506.89	77564.16	130971.555	0.0	0.0	0.0	96546.91	0.0	0.0	0.0	0.0	117787.516	0.0	0.0	0.0	0.0	0.0	99548.43	0.0	0.0	64979.094	122995.86	0.0	112411.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q99983|OMD_HUMAN	Q99983	OMD_HUMAN	OMD	421	Homo sapiens OX=9606	1:Experimental evidence at protein level	Osteomodulin	1.0	0.999	9	289	289	289	0	0	6	0	2	0	0	6	3	3	0	2	17	10	21	11	2	7	3	0	65	7	0	0	0	0	0	0	13	9	7	18	11	9	1	2	3	1	18	5	22	4	0	0	0	0	1	0	0	0	0	0	6	0	2	0	0	6	3	3	0	2	17	10	21	11	2	7	3	0	65	7	0	0	0	0	0	0	13	9	7	18	11	9	1	2	3	1	18	5	22	4	0	0	0	0	1	0	0	0	0	0	6	0	2	0	0	6	3	3	0	2	17	10	21	11	2	7	3	0	65	7	0	0	0	0	0	0	13	9	7	18	11	9	1	2	3	1	18	5	22	4	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	97133.875	0.0	0.0	68352.484	225711.94	67267.086	40277.95	86690.58	638483.6	569895.1	959456.1	467489.56	88392.836	307170.5	83808.27	0.0	1918609.2	227859.84	0.0	0.0	0.0	0.0	0.0	0.0	145638.69	187647.05	105372.74	81259.87	363250.0	89938.53	53699.734	163661.1	178960.34	64627.69	458145.44	224369.8	482930.25	101042.97	0.0	0.0	0.0	0.0	64148.473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73545.875	0.0	0.0	0.0	0.0	442909.44	323875.25	611337.94	278943.75	0.0	218538.7	0.0	0.0	876115.4	143001.0	0.0	0.0	0.0	0.0	0.0	0.0	109794.164	145151.9	108027.82	88050.75	267333.75	120609.43	57704.613	116952.2	127816.336	0.0	284656.2	155487.27	351797.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q99985|SEM3C_HUMAN	Q99985	SEM3C_HUMAN	SEMA3C	751	Homo sapiens OX=9606	2:Experimental evidence at transcript level	Semaphorin-3C	1.0	0.999	7	90	90	90	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	4	3	14	2	8	17	20	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	4	3	14	2	8	17	20	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	4	3	14	2	8	17	20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27843.436	0.0	158531.72	0.0	44738.965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27548.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	353242.3	40900.848	62306.36	133313.58	122965.06	131342.36	281739.2	201582.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84959.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	136732.14	0.0	0.0	94971.31	84554.18	90401.38	119236.87	109385.53	
